stories_id,title,publish_date
533891381,"Plane crash in Hudson River, search and rescue ongoing",2016-05-27 20:13:00
533891384,"Former slave-trading Georgetown University should offer reparations to descendants, report says",2016-09-01 10:32:00
533891385,"Beijing to build 10,000ft deep underwater lab in South China Sea",2016-06-10 10:06:32
533891386,"Turkish mayor says Ankara failed to inform town of migrant camp, tourist area ‘lacks security’",2016-04-04 16:52:15
533891388,Putin: Russia not going to cut off relations with Ukraine over Kiev’s plot in Crimea,2016-08-19 08:41:00
533891390,"Women face ""mass sex attacks"" by migrants if no Brexit - Farage",2016-06-05 09:07:32
533891391,Rocket starboard! Airline passengers witness Space X blastoff (PHOTOS),2016-03-07 13:23:38
533891392,‘Fake Jewish graves in Muslim cemeteries’: UNESCO slams Israeli occupation of Palestinian sites,2016-04-18 07:08:12
533891395,Ex-Barclays banker charged for leaking insider info to plumber,2016-06-01 11:16:58
533891396,Somali airliner makes emergency landing following onboard explosion,2016-02-02 12:50:01
533891397,No federal charges for officers in Jamar Clark shooting,2016-06-01 12:49:00
533891398,Black Lives Matter sides with Apple in iPhone encryption battle,2016-03-17 13:47:05
533891399,"Grenades thrown, gunfight as 2 terrorists attack police station in Istanbul",2016-03-03 03:32:00
533891400,"ISIS holding more than 3,500 slaves in Iraq, mostly women & children – UN report",2016-01-19 07:58:44
533891401,Kenya renews military pact with former colonial master Britain,2016-09-02 11:24:33
533891402,Putin on Panama Papers: 'Info product' aimed to destabilize Russia,2016-04-07 10:42:02
533891403,Fidel Castro says he’s nearing the end in farewell speech,2016-04-20 14:57:57
533891404,‘Robotic sex may become addictive as sexbots can’t say no’ - expert,2016-09-05 12:16:00
533891405,Western drug companies tested products on East Germans during Cold War – report,2016-03-16 08:15:01
533891407,"Salafism is dangerous, Muslims should lead fight against it in France – PM Valls",2016-07-21 06:58:51
533891409,"'Long-term land grab': AfD to protest construction of 1st-ever mosque in Thuringia, Germany",2016-05-18 05:22:49
533891410,"Turkey revokes licenses of 21,000 teachers in widening post-coup purge",2016-07-19 13:12:19
533891412,Mad props: Regional pilots make miraculous landings in strong UK winds (VIDEO),2016-01-03 08:33:01
533891414,No more ‘Lucifers’: Senator proposes tough restrictions on Russian children’s names,2016-04-22 06:41:56
533891417,BBC’s WWIII: New show peddles ‘Putin’s invasion’ & nuclear attack on UK,2016-02-03 18:43:51
533891418,"Turkey’s Erdogan plans to expand Syrian military op, wants ‘safe zones’",2016-09-19 08:22:00
533891419,Obama implicated in Clinton email scandal – New FBI docs,2016-09-24 17:22:00
533891421,"Putin orders start of Russian military withdrawal from Syria, says ‘objectives achieved’",2016-03-14 13:42:00
533891422,German cities introduce ground traffic lights for distracted phone users,2016-04-26 21:29:39
533891423,Kiev police fines ‘Osama bin Laden’ for stopping near US embassy - media,2016-02-21 08:42:50
533891424,'Russia's not US patience over ceasefire violations in Syria running out' - Chief of Staff,2016-06-21 04:42:58
533891427,"‘What’s the point?’ US drone strike ‘kills’ Afghan Taliban chief, allegedly to help peace efforts",2016-05-21 19:01:00
533891428,Ban on Meldonium may increase deaths among athletes – inventor of drug used by Sharapova,2016-03-09 16:19:41
533891429,"Ex-wife of Orlando nightclub shooter: 'He abused me, had bipolar disorder & anger towards gays'",2016-06-13 05:50:01
533891430,"‘Depressed? Smoking? It’s the Neanderthal in you,’ scientists say in first study of its kind",2016-02-12 04:45:18
533891431,"Macedonia protesters denounce amnesty for officials accused of wiretapping, vote fraud & corruption",2016-04-21 03:39:51
533891432,"‘Bloody battle of attrition’: UFC fans react to ‘brutal’ McGregor-Diaz brawl (PHOTOS, VIDEOS)",2016-08-21 07:17:54
533891456,Chinese stocks tumble over capital outflow concerns,2016-01-26 04:21:35
533891457,Chilcot redacted? Spies to scrutinize Iraq war report before publication,2016-04-11 07:21:09
533891458,Gulf states & Arab League condemn 'Sue the Saudis' 9/11 law,2016-09-12 12:15:04
533891459,Colonel dogged by allegations of justifying rape in wartime to become IDF’s new chief rabbi,2016-07-12 06:59:31
533891460,"EU, Turkey reach deal on migrant crisis, implementation set for Sunday",2016-03-18 10:35:00
533891461,Over 30 Iranian students lashed 99 times for attending mixed graduation party,2016-05-28 10:43:47
533891463,Russia’s 1st forward-swept wing training aircraft performs maiden flight (VIDEO),2016-01-01 11:58:21
533891464,Universal karma? Indian man believed first to be killed by meteorite,2016-02-07 20:51:44
533891465,FBI fails to crack San Bernardino shooter’s encrypted phone,2016-02-09 23:17:53
533891466,"Erdogan to eradicate ‘separatist & terrorist’ infiltrators, inject army with ‘fresh blood’",2016-07-21 20:39:56
533891467,Assad could have quelled Syria violence with timely democratic reforms – Russian diplomat,2016-02-15 05:48:56
533891468,"Machete-wielding man kills 1, injures 2 in Reutlingen, Germany",2016-07-24 11:51:00
533891469,Eerily symmetrical ‘pits’ spotted in 3D image of Martian volcano (PICTURE),2016-09-14 14:14:43
533891471,Erdogan: 'I don’t respect court ruling to free Cumhuriyet journalists',2016-02-28 09:52:23
533891472,‘Hobbicide’? Humans chief suspects in ancient ‘Hobbit’ genocide after teeth found in cave,2016-09-23 05:53:28
533891473,"Supreme Court makes major ruling on abortion, gun rights",2016-06-27 10:12:57
533891475,BDS suppression backfires as universities pass resolutions,2016-04-25 18:01:43
533891476,"Monster meals: Gigantic sandwiches, mega pizzas & swimming-pool sized soups",2016-05-28 05:23:31
533891477,‘Time to help them’: Israeli justice minister calls for independent Kurdish state,2016-01-20 03:31:00
533891478,"That’s a paddlin’: Alabama still spanking kids, gender & race gaps persist",2016-09-14 23:57:00
533891479,Austria is not Germany's ‘distribution hub’ for refugees – Chancellor Faymann,2016-03-02 15:34:16
533891481,"World Cup caused Pope Benedict’s earlier resignation, personal aide claims",2016-10-02 14:28:00
533892279,Video of Denver inmate dying at hands of deputies raises calls for federal investigation,2016-01-25 13:57:00
533892280,Ramadan row sparked Dusseldorf migrant center blaze - German prosecutor (VIDEO),2016-06-09 13:38:41
533892281,‘Business as usual’: Activists condemn G4S at AGM over Israeli human rights abuses,2016-05-26 13:02:00
533892283,"Paris: Gunfire in Bastille area, at least one wounded",2016-03-10 12:49:00
533892285,"Facebook sued over facial recognition, judge refuses to throw case out",2016-05-06 20:16:44
533892286,"#HackingHillary: Coughing fit causes concern over Clinton’s health, sparks sarcastic viral hashtags",2016-09-06 14:00:04
533892287,"Air pollution linked to 16,000 premature births, costs US over $4.3 billion – study",2016-03-29 23:19:06
533892289,Beijing criticizes US 5x tax hike on Chinese steel,2016-05-19 06:37:33
533892290,61% of Americans don’t feel represented by either Democrats or Republicans,2016-10-26 07:34:41
533892292,"North Korea says 'US declared war', social media mocks massively",2016-07-28 21:51:13
533892295,"Blasts, fire at weapons factory in Azerbaijan, casualties feared (VIDEO)",2016-07-26 08:09:00
533892294,Tulsa cop who shot Terence Crutcher charged with 1st degree manslaughter,2016-09-22 16:42:00
533892296,"‘I’m not sorry’: Texas man gets life in jail for infecting 23-month-old baby, teen with HIV",2016-03-18 23:59:09
533892293,Clinton’s support drops 16% among youth in one year – poll,2016-07-30 00:01:33
533892297,Russian court orders block of Ukrainian witch-hunt website,2016-08-01 10:04:41
533892298,German & French olive branches offered to post-Brexit Britain,2016-07-04 10:32:40
533892299,"Super Bowl celebrations turn violent: Cops arrest 12 & use pepper spray in Denver (PHOTOS, VIDEO)",2016-02-08 06:06:24
533892300,Police clash with protesters after officer-involved shooting in Salt Lake City- reports,2016-02-27 23:02:00
533892301,Maria Sharapova enrolls at Harvard,2016-06-26 08:10:52
533892302,Iran releases images of 1st self-manufactured missile defense system,2016-08-21 14:31:19
533892304,"Help reunite refugee families, 200 faith leaders tell Theresa May",2016-09-12 06:10:14
533892305,"Elite’s unwritten style rules mean brown shoes & loud ties a no-no for banking jobs, study concludes",2016-09-01 09:32:22
533892307,RT traces the trail of 2 Russian sisters believed to have joined ISIS in Syria (EXCLUSIVE),2016-07-07 01:12:00
533892308,Conservative porn? Ted Cruz’s campaign ad accidentally features adult movie star,2016-02-12 02:16:00
533892309,"English people ‘mad, ridiculous, cunning’ says newly-republished 1944 book for US servicemen",2016-10-12 06:48:09
533892310,Sberbank leading fight against cybercrime in Russia,2016-06-01 10:17:36
533892311,‘13 Hours’: Benghazi movie makes for a political show,2016-01-19 12:28:57
533892312,Eyewitnesses dispute police account of Charlotte protester’s death (EXCLUSIVE),2016-09-22 20:38:00
533892314,Directing people away from ISIS: Google to show anti-radicalization links to extremism searchers,2016-02-03 11:16:29
533892315,"Dallas protest turns violent, 3 officers dead",2016-07-08 00:08:00
533892316,Italian priest slammed for not allowing autistic child to receive Holy Communion,2016-06-14 19:21:19
533892318,UK ‘lobbied to water down’ UN criticism of Bahrain human rights abuses,2016-02-21 17:19:34
533892320,"6 police officers may face manslaughter charges in Leon Briggs case, IPCC rules",2016-03-09 08:19:47
533892321,N. Korea chides US for ‘laughable’ sanction threats after Pyongyang’s latest nuclear test,2016-09-11 08:49:50
533892323,'We are fighting for right to hold a World Cup match in Chechnya' - Kadyrov,2016-09-17 12:29:00
533892324,Cherchesov named Russian national team boss following Euro embarrassment,2016-08-11 11:19:45
533892327,"NY women fight ‘tampon tax’ in court, accuse state of discrimination",2016-03-04 17:10:01
533892330,House Republicans vote down LGBT rights measure,2016-05-20 23:17:16
533892331,Mysterious Bitcoin creator finally revealed as Australian Craig Wright,2016-05-02 04:27:43
533892332,Alaska school hid evidence of employee sexually abusing disabled kids – lawsuit,2016-09-02 13:01:51
533892335,Prankster making fake ‘mayday’ calls costs US Coast Guard $500k,2016-07-24 13:28:02
533892336,European sovereign debt crisis could cause Eurozone implosion - ex-BoE chief,2016-02-29 11:44:00
533892338,Death of a star: Hubble telescope captures amazing image of celestial body’s demise (PHOTO),2016-09-24 08:10:35
533892340,Feather diplomacy: Putin gifts falcon to visiting Emir of Qatar (VIDEO),2016-01-20 15:17:19
533891482,French national screaming ‘Allahu Akbar’ stabs British woman to death in Australia,2016-08-24 06:00:57
533891484,Disappointed Iraqi migrants return home with ‘idealized’ expectations of Europe shattered – report,2016-08-16 21:39:09
533891485,Endorsements put Stephen Curry on fast track to top of NBA pile,2016-03-26 10:22:22
533891486,Life imitates art: Caravaggio masterpieces come alive in spectacular display (VIDEO),2016-04-29 09:11:28
533891488,Actor says he impersonated Russian mercenary in Syria for Sky News report,2016-08-18 17:10:12
533891489,Zika virus suspected of causing brain damage to babies to spread throughout Americas - WHO,2016-01-25 04:27:00
533891490,"‘Smash a p**i’ video shows schoolboys kicking, punching Asian boy in racist attack (VIDEO)",2016-09-28 11:56:21
533891491,"Iran days from disabling Arak reactor core, paving way for lifting of sanctions",2016-01-12 06:18:23
533891496,May scraps ‘minister for Syrian refugees’ role invented by Cameron,2016-07-25 09:35:09
533891497,Best bar none! Woman gives prison 5-star review for ‘respect & dignity’ during incarceration,2016-08-03 12:13:00
533891498,Fact-checking Trump’s claim that illegal immigration costs US taxpayers $113 billion annually,2016-08-31 23:47:12
533891499,"6.1 magnitude earthquake strikes off coasts of Spain, Morocco",2016-01-25 03:18:00
533891501,"ISIS destroys 2,000-year-old legendary ‘Gate of God’ in Iraq",2016-04-13 14:10:48
533891500,Lavrov: Russia open to widest possible cooperation with West,2016-03-03 08:50:26
533891502,"Nestle’s Willy Wonka Candy Factory evacuated over chemical spill, 11 workers hospitalized",2016-06-18 01:25:50
533891503,Cameron’s ‘bunch of migrants’ slur against Calais refugees branded ‘shameful’,2016-01-27 09:47:31
533891504,Grandparents turn teen in after seeing him on CCTV,2016-02-21 21:02:22
533891506,"‘Not a whodunit’: Florida inmate begged for help as guards gassed him to death, lawsuit claims",2016-09-20 21:03:08
533891507,"Tens of thousands flood Warsaw in ‘biggest’ anti-govt, pro-EU protest in decades (VIDEO)",2016-05-07 17:47:57
533891508,Flying tanks: Russia’s robotic Armata system to have own scout drone,2016-04-19 02:50:00
533891509,Russia’s former nuclear boss appointed deputy head of presidential administration,2016-10-05 11:16:46
533891510,"Traffic app 'leads' Israeli soldiers to Palestinian camp, prompting shootout & rescue operation",2016-03-01 11:57:54
533891513,Skydivers fall to their deaths in Olympic rings performance in Brazil,2016-07-02 10:57:08
533891514,FBI gets warrant to force woman to unlock iPhone with fingerprint,2016-05-02 15:21:21
533891515,Over half of British parents are letting their kids drink booze at home – study,2016-08-19 11:30:38
533891517,Adventurer surfs meters from lava-spewing volcano in Hawaii (VIDEO),2016-08-14 19:31:21
533891519,Danger: Radioactive Cold War stash & Greenland's melting ice-sheet,2016-08-05 11:33:00
533891520,"Central, east Texas hit with major storm, flash flooding shuts down Houston",2016-04-18 13:59:55
533891522,TSA body scanners scare people into less-safe cars – lawsuit,2016-05-02 20:09:02
533891526,No bots about it: Using scalping bots can result in year in jail,2016-06-20 20:43:12
533891528,Saudi Arabia to boost non-oil income by 2020,2016-04-04 06:44:46
533891531,Austrian dominatrix avoids jail despite client’s sex game fatality,2016-09-26 12:53:22
533891532,Iceland firm offers England team free whale-watching trip to soothe 'upcoming loss' at Euro 2016,2016-06-23 12:30:00
533891533,New blast in Kabul follows attack that killed at least 28,2016-04-19 10:57:00
533891534,Drones to replace $127bn worth of human labor - PwC,2016-05-12 03:19:54
533891536,China denies US carrier group entry to Hong Kong amid South China Sea tensions,2016-04-29 14:36:53
533891538,"European bison 'Sauron' poisoned, decapitated at reserve in Spain",2016-09-23 17:24:07
533891542,N. Korea fires 3 rockets hours after Seoul justifies US anti-missiles as ‘inevitable self-defense’,2016-09-05 00:03:00
533891543,Labour leader Corbyn invites Trump to visit London mosque,2016-01-17 12:02:00
533891544,Safe driving: Tesla autopilot drives owner suffering pulmonary embolism to ER,2016-08-07 19:21:00
533891545,War crimes tribunal to pass judgement on Bosnian Serb leader Karadzic,2016-03-23 21:30:10
533891546,9 reasons why Ireland’s elections are the best in the world,2016-02-24 14:47:27
533891548,Merkel’s party calls for full-face Muslim veil ban as ‘burqa contrary to integration’,2016-08-16 06:10:50
533891549,Police release shocking footage of toddler trying to revive mother after drug overdose (VIDEO),2016-09-22 18:40:09
533891550,Kaine vs. Pence: Quiet but controversial men square off in veep debate,2016-10-04 18:10:54
533891553,Most Germans say refugee crisis 'uncontrolled' by Merkel govt – poll,2016-02-04 02:32:18
533891554,Pregnant women should keep off Miami Beach due to Zika virus spread – official,2016-08-19 17:09:13
533891556,"Putin: Ankara 'not so much fights radicals as cooperates with them,' civil war underway in Turkey",2016-04-14 06:39:00
533891559,250 ISIS fighters reportedly killed in US airstrikes on convoy near Fallujah (VIDEO),2016-06-30 03:27:32
533891562,‘Racial gerrymandering’: Court orders 2 N. Carolina congressional district maps to be redrawn,2016-02-06 19:28:30
533891563,Three Americans kidnapped in Baghdad – reports,2016-01-17 15:18:00
533891564,Italian bank ready to place Russian bonds despite US & EU directives,2016-04-07 07:50:26
533891565,Belgian police missed 13 chances to catch Paris attackers before tragedy – report,2016-10-09 09:13:04
533891566,Armed bystanders pull guns to stop 'Western shootout' in Walmart parking lot,2016-06-27 20:08:00
533891567,Chael Sonnen to make Bellator debut against Tito Ortiz in LA,2016-10-19 09:19:52
533891568,"Inmates seize top level, take hostage at Cook County Jail",2016-07-28 20:19:00
533891569,"Illegal & therapeutic? Ecstasy could prove beneficial for treating autism, researchers say",2016-07-15 12:40:00
533891570,Rape kit backlog results in lawsuits against police departments,2016-09-29 21:41:14
533891573,Trump & Clinton both cited losses to get tax breaks,2016-10-03 13:52:41
533891574,Russia ready to supply advanced air defense missiles to India – official,2016-03-29 09:03:10
533891575,2 suicide bombers blow themselves up in Ankara during police op,2016-10-08 00:54:00
533891576,"Sea of blue behinds: 1000's of naked bodies gather in Hull for Tunick installation (PHOTOS, VIDEO)",2016-07-09 11:31:06
533891577,Arctic convoy heroes: Almost 70 WWII veterans get Russian bravery medals,2016-07-07 09:34:00
533891579,152 inmates served extra jail time due to staff errors – Justice Dept watchdog,2016-05-25 08:20:39
533891583,"Ozone layer ‘to heal’ by 2050, hole shrank by 4 million sq km in last 15yrs – researchers",2016-07-01 08:20:09
533891584,US shifts troops in Afghanistan as Taliban makes gains,2016-08-22 13:00:00
533891585,Swaziland anti-poaching finance plan: Sell country’s stockpile of rhino horns,2016-04-29 12:31:22
533891592,US warship visits China for 1st time since Hague rejected Beijing’s S. China Sea claims,2016-08-09 09:57:00
533891593,Twice as big as Mars: Hubble spots molten ‘cannonballs’ blasting through space (IMAGES),2016-10-07 10:30:37
533891594,Irishman who fought against Islamic State with Kurdish YPG released from Iraq prison,2016-04-24 11:31:09
533891595,Propaganda warfare? Russia accused of backing hacker attack on Washington think tanks,2016-08-29 23:01:31
533891597,"Schengen at risk: EU has 'no more than 2 months' to get refugee crisis under control, Tusk warns",2016-01-19 12:07:41
533891598,World needs single antiterrorist coalition – Russian Orthodox Church spokesman,2016-02-25 05:17:37
533891599,"Eats well, found girlfriend: Russian replacement for slain police dog enjoys life in Paris",2016-01-14 09:36:20
533891600,ATP suspends Nick Kyrgios over Shanghai behavior,2016-10-17 07:50:54
533891601,Star Wars or NASA? Take the quiz!,2016-05-06 06:20:19
533891603,Putin & Erdogan may meet in person for first time since crisis over downed Russian jet,2016-06-29 07:18:00
533891604,"Philippines leader calls Obama ‘son of a b****,’ rejects lecturing from US on human rights",2016-09-05 16:02:00
533891606,Obama grants early release to 61 prisoners convicted of drug crimes,2016-03-30 16:49:40
533891607,Japan to expand African military base to counter Chinese influence – report,2016-10-13 17:04:41
533891609,"1 dead, 8 injured in multiple shooting in Grand Rapids, Michigan (PHOTOS)",2016-10-09 05:17:00
533891610,"700,000+ CIA docs close to release as ‘national security geek’ nears Kickstarter goal",2016-02-16 21:43:20
533891611,New details reveal intensity of deadly standoff between police and Baltimore mother,2016-08-04 14:43:27
533891612,"Despite Bernie’s landslide victory, Hillary receives more New Hampshire delegates",2016-02-10 13:48:00
533891613,"ECB leaves interest rates at record lows, hints at more stimulus",2016-10-20 10:43:16
533891614,"Most Ebola survivors struggle with memory loss, tremors 6 months after infection – study",2016-02-26 04:29:09
533891615,German economy slows on weak investment in construction,2016-08-12 06:48:04
533891616,Internet vents fury at 'foul' cartoon equating gay marriage activists with Nazis,2016-09-22 19:33:00
533891617,40 migrants arrested as 300 police raid Dusseldorf ‘Maghreb’ neighborhood (VIDEO&PHOTOS),2016-01-17 14:58:24
533891618,Ex-SEAL who wrote about Bin Laden to pay US govt $6.6mn in book settlement,2016-08-20 04:18:23
533891620,Opioid abuse bill passed by House after Democrat funding fight fails,2016-07-09 22:59:45
533891622,Turkish police teargas rally honoring 15yo killed in anti-govt Gezi protests (VIDEO),2016-03-11 20:49:35
533891623,Indonesia police foil ‘ISIS-linked rocket attack’ on Singapore,2016-08-05 11:42:01
533891624,UK bonuses hit record £44bn beating pre-crisis peak,2016-09-16 06:26:19
533891625,World trade growth weakest since 2009 financial crisis – WTO,2016-09-27 10:03:01
533891628,"US Air Force to ground over a dozen F-35 warplanes, citing poor manufacturing & ‘crumbling’ material",2016-09-16 18:48:09
533891629,"2nd Brexit referendum ‘may be justified,’ says ex-attorney general",2016-07-05 10:19:06
533891631,Austria's far-right Freedom Party challenges presidential election result – court,2016-06-08 08:56:42
533891632,"9 injured in clashes at Anadolu University, Turkey (VIDEO)",2016-04-13 11:18:07
533891633,"Big penalties, jail time for not registering drones – FAA",2016-02-23 01:35:59
533891634,Neymar signs for Team Jordan,2016-01-07 15:27:31
533891635,You thought New York snowboarding was cool? Here’s how Russians do cool (VIDEO),2016-02-01 16:08:26
533891637,Empathy loss: Tylenol makes you care less about other people’s pain – study,2016-05-12 14:06:25
533891639,"Texas police find dozens of people held captive in fake treatment centers, arrest 10",2016-10-07 17:27:50
533891640,Let’s Dance: Bowie fans honor ‘Starman’ at London ‘shrine’ (LIVEFEED),2016-01-11 10:55:00
533891641,All flights halted at Cologne airport after security breach,2016-05-30 06:03:00
533891642,‘Thou shalt not kill’: Pope Francis calls for worldwide ban on death penalty,2016-02-21 09:16:09
533891643,"Donald Trump supports increasing the minimum wage, for now",2016-07-27 21:01:09
533891644,"Dozens of Turkish military vehicles cross Syria border, dig trenches – report",2016-02-18 16:27:13
533891646,Leaked: UK-made military spy gear on offer to US police,2016-09-02 09:13:48
533891647,Yarl’s Wood detainees display banner alleging sexual assault by guards,2016-03-14 08:29:00
533891648,Real-time map of every object in Earth’s orbit shows shocking amount of debris,2016-05-10 16:42:44
533891649,Transformers brought to life in bizarre shape-shifting BMW vehicle (VIDEO),2016-09-22 15:59:45
533891650,"EU approves anti-terror plan to collect airline data of passengers travelling in, out of bloc",2016-04-14 17:11:31
533891645,Turkey President Erdogan files complaint over satirical poem by German comedian,2016-04-12 05:17:30
533891652,Putin calls for integration of Eurasian business,2016-06-17 10:44:27
533891653,German nuclear plants are vulnerable to terrorist attacks – study,2016-03-24 16:57:43
533891655,‘Concerned’ father convicted for child porn after keeping stepdaughter’s sexts to boyfriend,2016-10-10 11:53:07
533891657,Iraqi’s case against MoD for alleged abuse by British troops could open floodgates,2016-06-14 10:36:12
533891659,Latvia’s Waffen-SS veterans march alongside far-right lawmakers (VIDEO),2016-03-16 09:53:21
533891661,Sabotage? Police suspect foul play in Farage assassination attempt,2016-01-03 08:24:00
533891663,"Starbucks systematically under-fills lattes to save money, lawsuit claims",2016-06-21 17:50:26
533891665,‘Boaty McBoatface’ finally under construction with help from David Attenborough,2016-10-17 09:41:40
533891666,No deal reached by Deutsche Bank with US regulators,2016-10-10 08:15:00
533891667,Pimp my ride: Mumbai taxis transformed through fabric art interiors,2016-02-02 09:43:18
533891669,Thousands defy rain to join anti-TTIP and anti-CETA rallies in Germany,2016-09-17 10:16:27
533891671,Swastikas daubed around London playground next to Jewish care home,2016-06-16 10:33:34
533892063,"Suspected killer of two cops arrested in Palm Springs, Ca.",2016-10-08 18:54:00
533892069,Washington Post turns on Snowden despite receiving Pulitzer Prize for his NSA leaks,2016-09-19 05:49:32
533892071,Assad could be part of transition period in Syria – Turkish PM,2016-08-20 11:53:00
533892072,British PM begging for EU concessions ‘humbling and humiliating’ – UKIP’s Farage to RT,2016-02-18 21:44:12
533892076,‘Starvation as a weapon is a war crime’: UN head blasts warring sides in Syria,2016-01-14 18:04:00
